"A","A1","A2","A3","A4","A5","A6","B","BC_in_C1","BC_in_C2","BC_in_C3","BC_in_C4","BC_in_C5","BC_in_C6","BC_out_C1","BC_out_C2","BC_out_C3","BC_out_C4","BC_out_C5","BC_out_C6","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.0298,0.15842,0.55859,0.6586,1.136,0.29827,0.21998,0.89443,10.954,16.381,5.2837,2.9286,0.085535,0.013392,10.854,16.219,5.3093,2.9486,0.086082,0.013474,0.0014281,0.99816,0.00010914,15.796,50.1
3.0302,0.15843,0.55863,0.65867,1.1362,0.29831,0.22001,0.89443,10.954,16.381,5.2841,2.929,0.085551,0.013395,10.853,16.217,5.3097,2.949,0.086096,0.013476,0.0014279,0.99832,0.0001091,15.797,50.2
3.0306,0.15845,0.55866,0.65874,1.1363,0.29836,0.22005,0.89443,10.953,16.381,5.2845,2.9294,0.085567,0.013397,10.852,16.216,5.3102,2.9494,0.086109,0.013478,0.0014278,0.99847,0.00010907,15.798,50.3
3.031,0.15847,0.55869,0.65881,1.1365,0.29841,0.22008,0.89443,10.953,16.38,5.2849,2.9298,0.085583,0.0134,10.851,16.214,5.3106,2.9497,0.086122,0.01348,0.0014276,0.99863,0.00010904,15.799,50.4
3.0314,0.15849,0.55873,0.65889,1.1367,0.29846,0.22012,0.89443,10.952,16.379,5.2854,2.9303,0.085599,0.013402,10.85,16.212,5.311,2.9501,0.086136,0.013482,0.0014275,0.99878,0.00010901,15.8,50.5
3.0317,0.15851,0.55877,0.65896,1.1369,0.2985,0.22015,0.89443,10.952,16.378,5.2859,2.9307,0.085614,0.013404,10.849,16.21,5.3115,2.9505,0.086149,0.013484,0.0014273,0.99893,0.00010899,15.802,50.6
3.0321,0.15852,0.55881,0.65903,1.137,0.29855,0.22018,0.89443,10.951,16.378,5.2864,2.9311,0.08563,0.013406,10.848,16.209,5.312,2.9509,0.086163,0.013487,0.0014271,0.99908,0.00010897,15.803,50.7
3.0325,0.15854,0.55885,0.65911,1.1372,0.2986,0.22022,0.89443,10.951,16.376,5.2869,2.9316,0.085645,0.013408,10.847,16.207,5.3124,2.9512,0.086176,0.013489,0.001427,0.99922,0.00010896,15.804,50.8
3.0329,0.15856,0.5589,0.65918,1.1374,0.29864,0.22025,0.89443,10.95,16.375,5.2875,2.932,0.08566,0.01341,10.846,16.206,5.3129,2.9516,0.086189,0.013491,0.0014268,0.99937,0.00010895,15.805,50.9
3.0333,0.15858,0.55895,0.65926,1.1375,0.29869,0.22028,0.89443,10.949,16.374,5.288,2.9325,0.085675,0.013412,10.845,16.204,5.3134,2.952,0.086203,0.013493,0.0014267,0.99951,0.00010894,15.807,51
3.0337,0.1586,0.55899,0.65934,1.1377,0.29873,0.22032,0.89443,10.948,16.373,5.2886,2.9329,0.085689,0.013414,10.845,16.203,5.3139,2.9524,0.086216,0.013495,0.0014265,0.99965,0.00010894,15.808,51.1
3.0341,0.15862,0.55904,0.65941,1.1379,0.29878,0.22035,0.89443,10.947,16.371,5.2892,2.9334,0.085703,0.013416,10.844,16.201,5.3144,2.9528,0.08623,0.013497,0.0014264,0.99979,0.00010894,15.809,51.2
3.0345,0.15864,0.55909,0.65949,1.1381,0.29882,0.22038,0.89443,10.946,16.369,5.2898,2.9339,0.085717,0.013418,10.844,16.2,5.315,2.9533,0.086243,0.013499,0.0014262,0.99992,0.00010895,15.81,51.3
3.0349,0.15866,0.55914,0.65957,1.1382,0.29887,0.22041,0.89443,10.945,16.368,5.2904,2.9344,0.08573,0.01342,10.843,16.199,5.3155,2.9537,0.086256,0.013501,0.0014261,1.0001,0.00010896,15.812,51.4
3.0353,0.15868,0.55919,0.65965,1.1384,0.29891,0.22044,0.89443,10.943,16.366,5.2911,2.9348,0.085744,0.013421,10.842,16.198,5.316,2.9541,0.086269,0.013503,0.0014259,1.0002,0.00010897,15.813,51.5
3.0357,0.15869,0.55924,0.65973,1.1386,0.29895,0.22047,0.89443,10.942,16.364,5.2917,2.9353,0.085757,0.013423,10.842,16.197,5.3166,2.9545,0.086282,0.013505,0.0014257,1.0003,0.00010898,15.814,51.6
3.036,0.15871,0.55929,0.6598,1.1387,0.29899,0.2205,0.89443,10.941,16.362,5.2924,2.9358,0.085769,0.013424,10.842,16.196,5.3172,2.9549,0.086295,0.013507,0.0014256,1.0004,0.000109,15.815,51.7
3.0364,0.15873,0.55934,0.65988,1.1389,0.29903,0.22053,0.89443,10.94,16.36,5.293,2.9363,0.085781,0.013426,10.841,16.195,5.3177,2.9553,0.086308,0.013509,0.0014254,1.0005,0.00010903,15.816,51.8
3.0368,0.15875,0.55939,0.65996,1.1391,0.29907,0.22056,0.89443,10.938,16.358,5.2937,2.9367,0.085793,0.013427,10.841,16.194,5.3183,2.9558,0.086321,0.01351,0.0014253,1.0007,0.00010905,15.818,51.9
3.0372,0.15877,0.55944,0.66004,1.1392,0.29911,0.22058,0.89443,10.937,16.356,5.2943,2.9372,0.085805,0.013429,10.841,16.193,5.3189,2.9562,0.086333,0.013512,0.0014251,1.0008,0.00010908,15.819,52
3.0375,0.15879,0.55949,0.66012,1.1394,0.29915,0.22061,0.89443,10.936,16.354,5.295,2.9377,0.085816,0.01343,10.841,16.193,5.3195,2.9566,0.086345,0.013514,0.001425,1.0009,0.00010911,15.82,52.1
3.0379,0.1588,0.55954,0.6602,1.1395,0.29919,0.22064,0.89443,10.934,16.352,5.2957,2.9381,0.085827,0.013431,10.841,16.192,5.32,2.957,0.086358,0.013516,0.0014248,1.001,0.00010915,15.821,52.2
3.0383,0.15882,0.55959,0.66027,1.1397,0.29923,0.22066,0.89443,10.933,16.35,5.2964,2.9386,0.085837,0.013432,10.841,16.192,5.3206,2.9574,0.08637,0.013517,0.0014247,1.0011,0.00010919,15.822,52.3
3.0386,0.15884,0.55964,0.66035,1.1398,0.29926,0.22069,0.89443,10.931,16.348,5.297,2.9391,0.085847,0.013434,10.842,16.192,5.3212,2.9579,0.086382,0.013519,0.0014245,1.0012,0.00010923,15.824,52.4
3.039,0.15885,0.55969,0.66043,1.14,0.2993,0.22071,0.89443,10.93,16.346,5.2977,2.9395,0.085857,0.013435,10.842,16.192,5.3218,2.9583,0.086393,0.013521,0.0014244,1.0013,0.00010927,15.825,52.5
3.0393,0.15887,0.55974,0.6605,1.1401,0.29933,0.22073,0.89443,10.928,16.344,5.2984,2.94,0.085867,0.013436,10.842,16.192,5.3225,2.9587,0.086405,0.013522,0.0014243,1.0014,0.00010932,15.826,52.6
3.0397,0.15888,0.55979,0.66058,1.1403,0.29937,0.22075,0.89443,10.927,16.342,5.299,2.9404,0.085876,0.013437,10.843,16.192,5.3231,2.9591,0.086416,0.013524,0.0014241,1.0015,0.00010936,15.827,52.7
3.04,0.1589,0.55983,0.66065,1.1404,0.2994,0.22078,0.89443,10.925,16.34,5.2997,2.9408,0.085884,0.013437,10.843,16.192,5.3237,2.9596,0.086427,0.013525,0.001424,1.0015,0.00010942,15.828,52.8
3.0403,0.15891,0.55987,0.66073,1.1406,0.29943,0.2208,0.89443,10.924,16.338,5.3004,2.9413,0.085892,0.013438,10.844,16.192,5.3243,2.96,0.086438,0.013527,0.0014239,1.0016,0.00010947,15.829,52.9
3.0406,0.15892,0.55992,0.6608,1.1407,0.29946,0.22082,0.89443,10.922,16.336,5.301,2.9417,0.0859,0.013439,10.845,16.192,5.3249,2.9604,0.086449,0.013528,0.0014238,1.0017,0.00010952,15.83,53
3.0409,0.15893,0.55996,0.66087,1.1408,0.29949,0.22083,0.89443,10.921,16.334,5.3017,2.9421,0.085908,0.01344,10.845,16.193,5.3255,2.9608,0.086459,0.013529,0.0014236,1.0018,0.00010958,15.831,53.1
3.0412,0.15895,0.56,0.66094,1.141,0.29952,0.22085,0.89443,10.92,16.331,5.3023,2.9425,0.085915,0.01344,10.846,16.194,5.3261,2.9612,0.08647,0.013531,0.0014235,1.0018,0.00010964,15.831,53.2
3.0415,0.15896,0.56004,0.66101,1.1411,0.29954,0.22087,0.89443,10.918,16.329,5.3029,2.9429,0.085921,0.013441,10.847,16.194,5.3268,2.9616,0.08648,0.013532,0.0014234,1.0019,0.0001097,15.832,53.3
3.0418,0.15897,0.56007,0.66108,1.1412,0.29957,0.22089,0.89443,10.917,16.328,5.3036,2.9433,0.085928,0.013441,10.848,16.195,5.3274,2.962,0.086489,0.013533,0.0014233,1.0019,0.00010976,15.833,53.4
3.0421,0.15898,0.56011,0.66115,1.1413,0.29959,0.2209,0.89443,10.915,16.326,5.3042,2.9436,0.085934,0.013442,10.849,16.196,5.328,2.9624,0.086499,0.013534,0.0014232,1.002,0.00010982,15.834,53.5
3.0423,0.15899,0.56014,0.66121,1.1414,0.29962,0.22092,0.89443,10.914,16.324,5.3048,2.944,0.085939,0.013442,10.85,16.197,5.3286,2.9628,0.086508,0.013535,0.0014231,1.0021,0.00010989,15.835,53.6
3.0426,0.15899,0.56017,0.66128,1.1416,0.29964,0.22093,0.89443,10.913,16.322,5.3054,2.9444,0.085944,0.013442,10.852,16.198,5.3292,2.9632,0.086516,0.013536,0.001423,1.0021,0.00010995,15.835,53.7
3.0428,0.159,0.5602,0.66134,1.1417,0.29966,0.22094,0.89443,10.911,16.32,5.306,2.9447,0.085949,0.013442,10.853,16.199,5.3298,2.9636,0.086525,0.013537,0.0014229,1.0021,0.00011002,15.836,53.8
3.043,0.15901,0.56022,0.6614,1.1418,0.29968,0.22095,0.89443,10.91,16.318,5.3065,2.945,0.085953,0.013443,10.854,16.2,5.3304,2.964,0.086533,0.013538,0.0014228,1.0022,0.00011009,15.837,53.9
3.0433,0.15901,0.56025,0.66146,1.1419,0.2997,0.22096,0.89443,10.909,16.316,5.3071,2.9454,0.085957,0.013443,10.856,16.202,5.331,2.9643,0.086541,0.013539,0.0014227,1.0022,0.00011016,15.837,54
3.0435,0.15902,0.56027,0.66152,1.142,0.29972,0.22097,0.89443,10.907,16.315,5.3076,2.9457,0.085961,0.013443,10.857,16.203,5.3316,2.9647,0.086549,0.01354,0.0014226,1.0022,0.00011023,15.838,54.1
3.0437,0.15902,0.56029,0.66157,1.1421,0.29974,0.22098,0.89443,10.906,16.313,5.3082,2.946,0.085964,0.013443,10.859,16.205,5.3322,2.9651,0.086556,0.013541,0.0014225,1.0023,0.0001103,15.838,54.2
3.0438,0.15903,0.56031,0.66163,1.1421,0.29975,0.22099,0.89443,10.905,16.311,5.3087,2.9463,0.085966,0.013443,10.86,16.206,5.3328,2.9654,0.086563,0.013541,0.0014225,1.0023,0.00011037,15.839,54.3
3.044,0.15903,0.56033,0.66168,1.1422,0.29976,0.221,0.89443,10.904,16.31,5.3092,2.9466,0.085969,0.013443,10.862,16.208,5.3334,2.9658,0.08657,0.013542,0.0014224,1.0023,0.00011044,15.839,54.4
3.0442,0.15903,0.56034,0.66173,1.1423,0.29978,0.221,0.89443,10.903,16.308,5.3097,2.9468,0.085971,0.013442,10.863,16.209,5.334,2.9661,0.086576,0.013543,0.0014223,1.0023,0.00011051,15.839,54.5
3.0443,0.15903,0.56035,0.66178,1.1424,0.29979,0.22101,0.89443,10.902,16.307,5.3102,2.9471,0.085972,0.013442,10.865,16.211,5.3345,2.9664,0.086582,0.013543,0.0014223,1.0023,0.00011058,15.839,54.6
3.0445,0.15903,0.56036,0.66182,1.1425,0.2998,0.22101,0.89443,10.901,16.305,5.3106,2.9473,0.085973,0.013442,10.867,16.213,5.3351,2.9668,0.086588,0.013544,0.0014222,1.0023,0.00011065,15.84,54.7
3.0446,0.15903,0.56037,0.66187,1.1425,0.29981,0.22102,0.89443,10.9,16.304,5.3111,2.9475,0.085974,0.013441,10.869,16.215,5.3357,2.9671,0.086593,0.013544,0.0014222,1.0023,0.00011072,15.84,54.8
3.0447,0.15903,0.56038,0.66191,1.1426,0.29982,0.22102,0.89443,10.899,16.303,5.3115,2.9478,0.085974,0.013441,10.87,16.216,5.3362,2.9674,0.086598,0.013544,0.0014221,1.0023,0.00011079,15.84,54.9
3.0449,0.15903,0.56038,0.66195,1.1426,0.29982,0.22102,0.89443,10.898,16.301,5.3119,2.948,0.085974,0.01344,10.872,16.218,5.3367,2.9677,0.086603,0.013545,0.0014221,1.0023,0.00011086,15.84,55
3.045,0.15903,0.56038,0.66199,1.1427,0.29983,0.22102,0.89443,10.897,16.3,5.3123,2.9482,0.085974,0.01344,10.874,16.22,5.3373,2.968,0.086608,0.013545,0.001422,1.0023,0.00011093,15.84,55.1
3.045,0.15903,0.56038,0.66203,1.1427,0.29983,0.22102,0.89443,10.896,16.299,5.3127,2.9483,0.085973,0.013439,10.876,16.222,5.3378,2.9683,0.086612,0.013545,0.001422,1.0023,0.000111,15.84,55.2
3.0451,0.15902,0.56038,0.66207,1.1428,0.29984,0.22102,0.89443,10.895,16.298,5.313,2.9485,0.085972,0.013439,10.877,16.224,5.3383,2.9686,0.086615,0.013545,0.001422,1.0023,0.00011107,15.84,55.3
3.0452,0.15902,0.56038,0.6621,1.1428,0.29984,0.22102,0.89443,10.894,16.297,5.3134,2.9487,0.085971,0.013438,10.879,16.226,5.3388,2.9688,0.086619,0.013546,0.0014219,1.0023,0.00011114,15.84,55.4
3.0452,0.15901,0.56037,0.66213,1.1429,0.29984,0.22102,0.89443,10.893,16.296,5.3137,2.9488,0.085969,0.013437,10.881,16.228,5.3393,2.9691,0.086622,0.013546,0.0014219,1.0022,0.0001112,15.84,55.5
3.0453,0.15901,0.56036,0.66216,1.1429,0.29984,0.22102,0.89443,10.893,16.295,5.314,2.9489,0.085967,0.013436,10.883,16.23,5.3398,2.9693,0.086625,0.013546,0.0014219,1.0022,0.00011127,15.84,55.6
3.0453,0.159,0.56036,0.66218,1.1429,0.29984,0.22101,0.89443,10.892,16.294,5.3143,2.9491,0.085964,0.013436,10.885,16.232,5.3402,2.9696,0.086627,0.013546,0.0014219,1.0022,0.00011134,15.839,55.7
3.0454,0.159,0.56034,0.66221,1.143,0.29984,0.22101,0.89443,10.891,16.293,5.3145,2.9492,0.085962,0.013435,10.886,16.234,5.3407,2.9698,0.086629,0.013545,0.0014219,1.0021,0.0001114,15.839,55.8
3.0454,0.15899,0.56033,0.66223,1.143,0.29984,0.221,0.89443,10.891,16.292,5.3148,2.9493,0.085958,0.013434,10.888,16.235,5.3411,2.97,0.086631,0.013545,0.0014219,1.0021,0.00011146,15.839,55.9
3.0454,0.15898,0.56032,0.66225,1.143,0.29983,0.221,0.89443,10.89,16.291,5.315,2.9493,0.085955,0.013433,10.89,16.237,5.3416,2.9703,0.086633,0.013545,0.0014219,1.0021,0.00011152,15.838,56
3.0454,0.15897,0.5603,0.66227,1.143,0.29983,0.22099,0.89443,10.889,16.29,5.3152,2.9494,0.085951,0.013432,10.891,16.239,5.342,2.9705,0.086634,0.013545,0.0014219,1.002,0.00011159,15.838,56.1
3.0454,0.15896,0.56028,0.66229,1.143,0.29982,0.22098,0.89443,10.889,16.29,5.3154,2.9495,0.085947,0.013431,10.893,16.241,5.3424,2.9707,0.086635,0.013545,0.0014219,1.002,0.00011164,15.837,56.2
3.0453,0.15896,0.56026,0.6623,1.143,0.29982,0.22098,0.89443,10.888,16.289,5.3156,2.9495,0.085943,0.01343,10.895,16.243,5.3428,2.9708,0.086635,0.013544,0.0014219,1.0019,0.0001117,15.837,56.3
3.0453,0.15895,0.56024,0.66232,1.143,0.29981,0.22097,0.89443,10.888,16.288,5.3158,2.9496,0.085939,0.013429,10.896,16.244,5.3432,2.971,0.086636,0.013544,0.0014219,1.0019,0.00011176,15.836,56.4
3.0453,0.15894,0.56022,0.66233,1.143,0.2998,0.22096,0.89443,10.887,16.288,5.3159,2.9496,0.085934,0.013428,10.898,16.246,5.3435,2.9712,0.086636,0.013544,0.0014219,1.0019,0.00011181,15.836,56.5
3.0452,0.15893,0.5602,0.66234,1.143,0.29979,0.22095,0.89443,10.887,16.287,5.316,2.9496,0.085929,0.013427,10.899,16.248,5.3439,2.9713,0.086635,0.013543,0.0014219,1.0018,0.00011186,15.835,56.6
3.0452,0.15892,0.56017,0.66234,1.143,0.29978,0.22094,0.89443,10.887,16.286,5.3161,2.9496,0.085924,0.013426,10.9,16.249,5.3442,2.9715,0.086635,0.013543,0.0014219,1.0018,0.00011191,15.835,56.7
3.0451,0.15891,0.56014,0.66235,1.143,0.29977,0.22093,0.89443,10.886,16.286,5.3162,2.9496,0.085918,0.013424,10.902,16.251,5.3445,2.9716,0.086634,0.013542,0.001422,1.0017,0.00011196,15.834,56.8
3.045,0.15889,0.56012,0.66235,1.143,0.29976,0.22092,0.89443,10.886,16.285,5.3163,2.9496,0.085913,0.013423,10.903,16.252,5.3448,2.9717,0.086633,0.013542,0.001422,1.0016,0.00011201,15.833,56.9
3.0449,0.15888,0.56009,0.66235,1.143,0.29975,0.22091,0.89443,10.886,16.285,5.3163,2.9495,0.085907,0.013422,10.904,16.254,5.3451,2.9719,0.086632,0.013541,0.001422,1.0016,0.00011206,15.832,57
3.0449,0.15887,0.56006,0.66235,1.1429,0.29974,0.2209,0.89443,10.885,16.285,5.3164,2.9495,0.085901,0.013421,10.905,16.255,5.3454,2.972,0.08663,0.013541,0.0014221,1.0015,0.0001121,15.832,57.1
3.0448,0.15886,0.56003,0.66235,1.1429,0.29972,0.22089,0.89443,10.885,16.284,5.3164,2.9494,0.085895,0.01342,10.906,16.256,5.3457,2.9721,0.086628,0.01354,0.0014221,1.0015,0.00011214,15.831,57.2
3.0447,0.15885,0.56,0.66234,1.1429,0.29971,0.22088,0.89443,10.885,16.284,5.3164,2.9494,0.085888,0.013419,10.907,16.258,5.3459,2.9722,0.086626,0.013539,0.0014221,1.0014,0.00011218,15.83,57.3
3.0446,0.15883,0.55997,0.66234,1.1429,0.2997,0.22086,0.89443,10.885,16.284,5.3164,2.9493,0.085882,0.013417,10.908,16.259,5.3461,2.9722,0.086624,0.013539,0.0014222,1.0014,0.00011222,15.829,57.4
3.0444,0.15882,0.55994,0.66233,1.1428,0.29968,0.22085,0.89443,10.884,16.283,5.3163,2.9492,0.085875,0.013416,10.909,16.26,5.3464,2.9723,0.086621,0.013538,0.0014222,1.0013,0.00011225,15.828,57.5
3.0443,0.15881,0.5599,0.66232,1.1428,0.29967,0.22084,0.89443,10.884,16.283,5.3163,2.9491,0.085869,0.013415,10.91,16.261,5.3466,2.9724,0.086619,0.013537,0.0014223,1.0012,0.00011228,15.827,57.6
3.0442,0.1588,0.55987,0.66231,1.1427,0.29965,0.22082,0.89443,10.884,16.283,5.3162,2.949,0.085862,0.013414,10.911,16.262,5.3468,2.9724,0.086616,0.013537,0.0014223,1.0012,0.00011231,15.826,57.7
3.0441,0.15879,0.55984,0.6623,1.1427,0.29963,0.22081,0.89443,10.884,16.283,5.3162,2.9489,0.085855,0.013413,10.911,16.262,5.3469,2.9724,0.086613,0.013536,0.0014224,1.0011,0.00011234,15.825,57.8
3.0439,0.15877,0.5598,0.66229,1.1427,0.29962,0.2208,0.89443,10.884,16.282,5.3161,2.9488,0.085848,0.013411,10.912,16.263,5.3471,2.9725,0.086609,0.013535,0.0014224,1.001,0.00011237,15.825,57.9
3.0438,0.15876,0.55977,0.66227,1.1426,0.2996,0.22079,0.89443,10.884,16.282,5.316,2.9487,0.085841,0.01341,10.912,16.264,5.3472,2.9725,0.086606,0.013534,0.0014225,1.001,0.00011239,15.824,58
3.0437,0.15875,0.55974,0.66226,1.1426,0.29958,0.22077,0.89443,10.884,16.282,5.3158,2.9486,0.085834,0.013409,10.913,16.264,5.3474,2.9725,0.086602,0.013534,0.0014225,1.0009,0.00011241,15.823,58.1
3.0435,0.15873,0.5597,0.66224,1.1425,0.29957,0.22076,0.89443,10.883,16.282,5.3157,2.9484,0.085827,0.013408,10.913,16.265,5.3475,2.9725,0.086599,0.013533,0.0014226,1.0009,0.00011243,15.822,58.2
3.0434,0.15872,0.55967,0.66222,1.1425,0.29955,0.22074,0.89443,10.883,16.282,5.3155,2.9483,0.08582,0.013407,10.913,16.265,5.3476,2.9725,0.086595,0.013532,0.0014226,1.0008,0.00011245,15.821,58.3
3.0432,0.15871,0.55963,0.6622,1.1424,0.29953,0.22073,0.89443,10.883,16.282,5.3154,2.9481,0.085813,0.013406,10.914,16.266,5.3477,2.9725,0.086591,0.013531,0.0014227,1.0007,0.00011246,15.82,58.4
3.0431,0.1587,0.5596,0.66218,1.1424,0.29952,0.22072,0.89443,10.883,16.281,5.3152,2.948,0.085807,0.013405,10.914,16.266,5.3477,2.9725,0.086587,0.013531,0.0014228,1.0007,0.00011248,15.819,58.5
3.0429,0.15868,0.55956,0.66216,1.1423,0.2995,0.2207,0.89443,10.883,16.281,5.315,2.9478,0.0858,0.013404,10.914,16.266,5.3478,2.9725,0.086582,0.01353,0.0014228,1.0006,0.00011249,15.818,58.6
3.0428,0.15867,0.55953,0.66214,1.1423,0.29948,0.22069,0.89443,10.883,16.281,5.3148,2.9477,0.085793,0.013403,10.914,16.266,5.3478,2.9724,0.086578,0.013529,0.0014229,1.0005,0.0001125,15.817,58.7
3.0426,0.15866,0.55949,0.66212,1.1422,0.29946,0.22068,0.89443,10.883,16.281,5.3146,2.9475,0.085786,0.013402,10.914,16.266,5.3479,2.9724,0.086574,0.013528,0.001423,1.0005,0.0001125,15.816,58.8
3.0425,0.15865,0.55946,0.66209,1.1421,0.29944,0.22066,0.89443,10.883,16.281,5.3144,2.9473,0.085779,0.013401,10.914,16.266,5.3479,2.9724,0.086569,0.013527,0.001423,1.0004,0.00011251,15.815,58.9
3.0423,0.15864,0.55942,0.66207,1.1421,0.29943,0.22065,0.89443,10.883,16.281,5.3142,2.9471,0.085773,0.0134,10.913,16.266,5.3479,2.9723,0.086565,0.013526,0.0014231,1.0004,0.00011251,15.814,59
3.0421,0.15862,0.55939,0.66204,1.142,0.29941,0.22064,0.89443,10.883,16.281,5.3139,2.947,0.085766,0.013399,10.913,16.265,5.3479,2.9722,0.08656,0.013526,0.0014231,1.0003,0.00011251,15.813,59.1
3.042,0.15861,0.55935,0.66202,1.142,0.29939,0.22062,0.89443,10.884,16.281,5.3137,2.9468,0.08576,0.013398,10.913,16.265,5.3479,2.9722,0.086555,0.013525,0.0014232,1.0003,0.0001125,15.812,59.2
3.0418,0.1586,0.55932,0.66199,1.1419,0.29938,0.22061,0.89443,10.884,16.281,5.3135,2.9466,0.085754,0.013397,10.912,16.265,5.3478,2.9721,0.086551,0.013524,0.0014233,1.0002,0.0001125,15.811,59.3
3.0417,0.15859,0.55929,0.66196,1.1419,0.29936,0.2206,0.89443,10.884,16.281,5.3132,2.9464,0.085748,0.013396,10.912,16.264,5.3478,2.972,0.086546,0.013523,0.0014233,1.0002,0.00011249,15.81,59.4
3.0415,0.15858,0.55925,0.66193,1.1418,0.29934,0.22059,0.89443,10.884,16.281,5.3129,2.9462,0.085742,0.013396,10.911,16.264,5.3477,2.9719,0.086541,0.013522,0.0014234,1.0001,0.00011248,15.809,59.5
3.0413,0.15857,0.55922,0.66191,1.1417,0.29932,0.22058,0.89443,10.884,16.281,5.3127,2.946,0.085736,0.013395,10.911,16.263,5.3477,2.9719,0.086537,0.013522,0.0014235,1.0001,0.00011247,15.808,59.6
3.0412,0.15856,0.55919,0.66188,1.1417,0.29931,0.22056,0.89443,10.884,16.281,5.3124,2.9458,0.08573,0.013394,10.91,16.263,5.3476,2.9718,0.086532,0.013521,0.0014235,1,0.00011246,15.807,59.7
3.041,0.15855,0.55916,0.66185,1.1416,0.29929,0.22055,0.89443,10.884,16.281,5.3121,2.9456,0.085725,0.013394,10.909,16.262,5.3475,2.9717,0.086527,0.01352,0.0014236,0.99996,0.00011245,15.806,59.8
3.0409,0.15854,0.55913,0.66182,1.1416,0.29928,0.22054,0.89443,10.884,16.281,5.3118,2.9455,0.08572,0.013393,10.909,16.261,5.3474,2.9716,0.086522,0.013519,0.0014237,0.99992,0.00011243,15.805,59.9
3.0407,0.15853,0.5591,0.66179,1.1415,0.29926,0.22053,0.89443,10.884,16.281,5.3115,2.9453,0.085715,0.013393,10.908,16.261,5.3473,2.9715,0.086518,0.013519,0.0014237,0.99988,0.00011241,15.804,60
3.0406,0.15852,0.55907,0.66176,1.1414,0.29925,0.22052,0.89443,10.884,16.281,5.3112,2.9451,0.08571,0.013392,10.907,16.26,5.3472,2.9713,0.086513,0.013518,0.0014238,0.99984,0.00011239,15.803,60.1
3.0404,0.15851,0.55904,0.66174,1.1414,0.29923,0.22051,0.89443,10.884,16.281,5.3109,2.9449,0.085706,0.013392,10.906,16.259,5.3471,2.9712,0.086508,0.013517,0.0014238,0.9998,0.00011237,15.802,60.2
3.0403,0.1585,0.55901,0.66171,1.1413,0.29922,0.2205,0.89443,10.884,16.281,5.3106,2.9447,0.085702,0.013391,10.905,16.258,5.3469,2.9711,0.086504,0.013517,0.0014239,0.99976,0.00011235,15.801,60.3
3.0401,0.15849,0.55898,0.66168,1.1413,0.2992,0.22049,0.89443,10.885,16.281,5.3104,2.9445,0.085698,0.013391,10.904,16.257,5.3468,2.971,0.086499,0.013516,0.001424,0.99973,0.00011232,15.801,60.4
3.04,0.15849,0.55896,0.66165,1.1412,0.29919,0.22048,0.89443,10.885,16.281,5.3101,2.9443,0.085694,0.013391,10.903,16.256,5.3467,2.9709,0.086495,0.013515,0.001424,0.9997,0.00011229,15.8,60.5
3.0398,0.15848,0.55893,0.66162,1.1412,0.29918,0.22048,0.89443,10.885,16.281,5.3098,2.9442,0.085691,0.013391,10.902,16.255,5.3465,2.9708,0.086491,0.013515,0.0014241,0.99967,0.00011227,15.799,60.6
3.0397,0.15847,0.5589,0.66159,1.1411,0.29917,0.22047,0.89443,10.885,16.28,5.3095,2.944,0.085687,0.013391,10.901,16.254,5.3463,2.9706,0.086486,0.013514,0.0014241,0.99964,0.00011224,15.798,60.7
3.0396,0.15846,0.55888,0.66157,1.1411,0.29915,0.22046,0.89443,10.885,16.28,5.3092,2.9438,0.085685,0.013391,10.9,16.253,5.3462,2.9705,0.086482,0.013514,0.0014242,0.99961,0.0001122,15.797,60.8
3.0394,0.15846,0.55885,0.66154,1.141,0.29914,0.22045,0.89443,10.885,16.28,5.3089,2.9436,0.085682,0.01339,10.899,16.252,5.346,2.9704,0.086478,0.013513,0.0014242,0.99959,0.00011217,15.797,60.9
3.0393,0.15845,0.55883,0.66151,1.141,0.29913,0.22045,0.89443,10.885,16.28,5.3086,2.9435,0.08568,0.01339,10.898,16.251,5.3458,2.9702,0.086474,0.013513,0.0014243,0.99957,0.00011214,15.796,61
3.0392,0.15844,0.55881,0.66149,1.1409,0.29912,0.22044,0.89443,10.885,16.28,5.3083,2.9433,0.085678,0.013391,10.897,16.25,5.3457,2.9701,0.08647,0.013512,0.0014243,0.99955,0.0001121,15.795,61.1
3.0391,0.15844,0.55879,0.66146,1.1409,0.29911,0.22044,0.89443,10.885,16.28,5.308,2.9432,0.085676,0.013391,10.896,16.249,5.3455,2.97,0.086467,0.013512,0.0014244,0.99953,0.00011207,15.795,61.2
3.039,0.15843,0.55876,0.66144,1.1408,0.2991,0.22043,0.89443,10.885,16.28,5.3077,2.943,0.085675,0.013391,10.895,16.247,5.3453,2.9699,0.086463,0.013511,0.0014244,0.99952,0.00011203,15.794,61.3
3.0389,0.15842,0.55874,0.66141,1.1408,0.2991,0.22043,0.89443,10.885,16.28,5.3075,2.9429,0.085674,0.013391,10.894,16.246,5.3451,2.9697,0.086459,0.013511,0.0014245,0.99951,0.00011199,15.793,61.4
3.0388,0.15842,0.55872,0.66139,1.1407,0.29909,0.22042,0.89443,10.885,16.28,5.3072,2.9427,0.085673,0.013391,10.893,16.245,5.3449,2.9696,0.086456,0.013511,0.0014245,0.9995,0.00011195,15.793,61.5
