"A","A1","A2","A3","A4","A5","A6","B","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.7875,0.20936,0.80044,0.94631,1.328,0.29101,0.2124,0.89443,0.001125,0.98825,0.00015762,16.925,43.1
3.7871,0.20935,0.80036,0.94618,1.3279,0.29099,0.21239,0.89443,0.0011251,0.98817,0.00015757,16.924,43.2
3.7867,0.20934,0.80028,0.94604,1.3278,0.29096,0.21237,0.89443,0.0011253,0.9881,0.00015752,16.924,43.3
3.7864,0.20934,0.8002,0.94591,1.3276,0.29094,0.21235,0.89443,0.0011255,0.98803,0.00015747,16.923,43.4
3.786,0.20933,0.80012,0.94578,1.3275,0.29091,0.21234,0.89443,0.0011256,0.98796,0.00015742,16.922,43.5
3.7856,0.20932,0.80004,0.94565,1.3274,0.29089,0.21232,0.89443,0.0011258,0.98789,0.00015737,16.922,43.6
3.7852,0.20932,0.79997,0.94552,1.3273,0.29087,0.2123,0.89443,0.0011259,0.98782,0.00015731,16.921,43.7
3.7849,0.20931,0.79989,0.94539,1.3271,0.29084,0.21229,0.89443,0.0011261,0.98776,0.00015726,16.921,43.8
3.7845,0.2093,0.79981,0.94527,1.327,0.29082,0.21227,0.89443,0.0011262,0.9877,0.0001572,16.92,43.9
3.7841,0.2093,0.79973,0.94514,1.3269,0.2908,0.21226,0.89443,0.0011263,0.98763,0.00015714,16.92,44
3.7838,0.20929,0.79965,0.94502,1.3268,0.29078,0.21224,0.89443,0.0011265,0.98758,0.00015707,16.919,44.1
3.7834,0.20928,0.79957,0.94489,1.3267,0.29076,0.21223,0.89443,0.0011266,0.98752,0.00015701,16.919,44.2
3.7831,0.20928,0.7995,0.94477,1.3266,0.29073,0.21222,0.89443,0.0011268,0.98746,0.00015694,16.918,44.3
3.7827,0.20927,0.79942,0.94465,1.3265,0.29071,0.2122,0.89443,0.0011269,0.98741,0.00015687,16.918,44.4
3.7824,0.20926,0.79934,0.94452,1.3264,0.29069,0.21219,0.89443,0.0011271,0.98736,0.0001568,16.917,44.5
3.782,0.20926,0.79926,0.9444,1.3262,0.29068,0.21218,0.89443,0.0011272,0.98731,0.00015673,16.916,44.6
3.7817,0.20925,0.79918,0.94428,1.3261,0.29066,0.21216,0.89443,0.0011273,0.98726,0.00015666,16.916,44.7
3.7813,0.20924,0.79911,0.94417,1.326,0.29064,0.21215,0.89443,0.0011275,0.98722,0.00015658,16.915,44.8
3.781,0.20924,0.79903,0.94405,1.3259,0.29062,0.21214,0.89443,0.0011276,0.98718,0.0001565,16.915,44.9
3.7807,0.20923,0.79895,0.94393,1.3258,0.2906,0.21213,0.89443,0.0011277,0.98714,0.00015642,16.914,45
3.7803,0.20922,0.79888,0.94382,1.3257,0.29059,0.21212,0.89443,0.0011279,0.9871,0.00015634,16.914,45.1
3.78,0.20922,0.7988,0.9437,1.3256,0.29057,0.21211,0.89443,0.001128,0.98706,0.00015626,16.913,45.2
3.7797,0.20921,0.79872,0.94359,1.3255,0.29055,0.2121,0.89443,0.0011281,0.98703,0.00015617,16.913,45.3
3.7794,0.2092,0.79865,0.94348,1.3254,0.29054,0.21209,0.89443,0.0011282,0.987,0.00015608,16.912,45.4
3.7791,0.2092,0.79857,0.94337,1.3253,0.29052,0.21208,0.89443,0.0011284,0.98697,0.00015599,16.912,45.5
3.7788,0.20919,0.79849,0.94326,1.3252,0.29051,0.21207,0.89443,0.0011285,0.98694,0.0001559,16.911,45.6
3.7785,0.20918,0.79842,0.94315,1.3251,0.2905,0.21207,0.89443,0.0011286,0.98691,0.00015581,16.911,45.7
3.7782,0.20918,0.79834,0.94304,1.3251,0.29048,0.21206,0.89443,0.0011287,0.98689,0.00015571,16.91,45.8
3.7779,0.20917,0.79827,0.94294,1.325,0.29047,0.21205,0.89443,0.0011289,0.98687,0.00015562,16.909,45.9
3.7776,0.20916,0.79819,0.94283,1.3249,0.29046,0.21205,0.89443,0.001129,0.98685,0.00015552,16.909,46
3.7773,0.20916,0.79812,0.94273,1.3248,0.29045,0.21204,0.89443,0.0011291,0.98684,0.00015542,16.908,46.1
3.777,0.20915,0.79804,0.94263,1.3247,0.29044,0.21204,0.89443,0.0011292,0.98682,0.00015532,16.908,46.2
3.7767,0.20914,0.79797,0.94252,1.3246,0.29043,0.21203,0.89443,0.0011293,0.98681,0.00015521,16.907,46.3
3.7765,0.20914,0.79789,0.94242,1.3246,0.29042,0.21203,0.89443,0.0011294,0.9868,0.00015511,16.907,46.4
3.7762,0.20913,0.79782,0.94233,1.3245,0.29041,0.21202,0.89443,0.0011295,0.98679,0.000155,16.906,46.5
3.7759,0.20912,0.79774,0.94223,1.3244,0.29041,0.21202,0.89443,0.0011296,0.98679,0.00015489,16.906,46.6
3.7757,0.20912,0.79767,0.94213,1.3243,0.2904,0.21202,0.89443,0.0011297,0.98678,0.00015478,16.905,46.7
3.7754,0.20911,0.7976,0.94204,1.3243,0.29039,0.21201,0.89443,0.0011298,0.98678,0.00015467,16.905,46.8
3.7752,0.2091,0.79752,0.94194,1.3242,0.29039,0.21201,0.89443,0.0011299,0.98679,0.00015456,16.904,46.9
3.7749,0.2091,0.79745,0.94185,1.3241,0.29038,0.21201,0.89443,0.00113,0.98679,0.00015445,16.903,47
3.7747,0.20909,0.79738,0.94176,1.3241,0.29038,0.21201,0.89443,0.0011301,0.98679,0.00015433,16.903,47.1
3.7744,0.20908,0.7973,0.94167,1.324,0.29037,0.21201,0.89443,0.0011302,0.9868,0.00015422,16.902,47.2
3.7742,0.20908,0.79723,0.94158,1.3239,0.29037,0.21201,0.89443,0.0011303,0.98681,0.0001541,16.902,47.3
3.774,0.20907,0.79716,0.94149,1.3239,0.29037,0.21201,0.89443,0.0011304,0.98682,0.00015398,16.901,47.4
3.7738,0.20906,0.79709,0.94141,1.3238,0.29036,0.21201,0.89443,0.0011305,0.98684,0.00015386,16.901,47.5
3.7735,0.20906,0.79702,0.94132,1.3238,0.29036,0.21201,0.89443,0.0011306,0.98685,0.00015374,16.9,47.6
3.7733,0.20905,0.79694,0.94124,1.3237,0.29036,0.21201,0.89443,0.0011307,0.98687,0.00015362,16.9,47.7
3.7731,0.20904,0.79687,0.94116,1.3237,0.29036,0.21201,0.89443,0.0011307,0.98689,0.0001535,16.899,47.8
3.7729,0.20904,0.7968,0.94108,1.3236,0.29036,0.21202,0.89443,0.0011308,0.98691,0.00015338,16.899,47.9
3.7727,0.20903,0.79673,0.941,1.3236,0.29036,0.21202,0.89443,0.0011309,0.98694,0.00015325,16.898,48
3.7726,0.20902,0.79666,0.94092,1.3236,0.29036,0.21202,0.89443,0.001131,0.98696,0.00015313,16.898,48.1
3.7724,0.20902,0.79659,0.94085,1.3235,0.29037,0.21203,0.89443,0.0011311,0.98699,0.000153,16.897,48.2
3.7722,0.20901,0.79652,0.94077,1.3235,0.29037,0.21203,0.89443,0.0011311,0.98702,0.00015288,16.897,48.3
3.772,0.209,0.79645,0.9407,1.3234,0.29037,0.21203,0.89443,0.0011312,0.98705,0.00015275,16.896,48.4
3.7718,0.209,0.79639,0.94063,1.3234,0.29038,0.21204,0.89443,0.0011313,0.98709,0.00015263,16.896,48.5
3.7717,0.20899,0.79632,0.94056,1.3234,0.29038,0.21205,0.89443,0.0011313,0.98712,0.0001525,16.895,48.6
3.7715,0.20898,0.79625,0.94049,1.3234,0.29039,0.21205,0.89443,0.0011314,0.98716,0.00015237,16.894,48.7
3.7714,0.20898,0.79618,0.94042,1.3233,0.29039,0.21206,0.89443,0.0011315,0.9872,0.00015224,16.894,48.8
3.7712,0.20897,0.79611,0.94035,1.3233,0.2904,0.21206,0.89443,0.0011315,0.98724,0.00015211,16.893,48.9
3.7711,0.20897,0.79605,0.94029,1.3233,0.29041,0.21207,0.89443,0.0011316,0.98728,0.00015198,16.893,49
3.7709,0.20896,0.79598,0.94023,1.3233,0.29041,0.21208,0.89443,0.0011316,0.98732,0.00015185,16.892,49.1
3.7708,0.20895,0.79591,0.94016,1.3233,0.29042,0.21209,0.89443,0.0011317,0.98737,0.00015172,16.892,49.2
3.7707,0.20895,0.79585,0.9401,1.3233,0.29043,0.21209,0.89443,0.0011317,0.98741,0.00015159,16.891,49.3
3.7706,0.20894,0.79578,0.94004,1.3232,0.29044,0.2121,0.89443,0.0011318,0.98746,0.00015146,16.891,49.4
3.7704,0.20893,0.79572,0.93999,1.3232,0.29045,0.21211,0.89443,0.0011318,0.98751,0.00015133,16.89,49.5
3.7703,0.20893,0.79565,0.93993,1.3232,0.29046,0.21212,0.89443,0.0011319,0.98756,0.0001512,16.89,49.6
3.7702,0.20892,0.79559,0.93988,1.3232,0.29047,0.21213,0.89443,0.0011319,0.98761,0.00015107,16.889,49.7
3.7701,0.20892,0.79552,0.93982,1.3232,0.29048,0.21214,0.89443,0.001132,0.98767,0.00015094,16.889,49.8
3.77,0.20891,0.79546,0.93977,1.3232,0.29049,0.21215,0.89443,0.001132,0.98772,0.00015081,16.888,49.9
3.7699,0.2089,0.79539,0.93972,1.3232,0.2905,0.21216,0.89443,0.001132,0.98778,0.00015068,16.888,50
3.7698,0.2089,0.79533,0.93967,1.3232,0.29052,0.21217,0.89443,0.0011321,0.98784,0.00015055,16.887,50.1
3.7697,0.20889,0.79527,0.93962,1.3233,0.29053,0.21218,0.89443,0.0011321,0.98789,0.00015042,16.887,50.2
3.7697,0.20888,0.7952,0.93958,1.3233,0.29054,0.2122,0.89443,0.0011321,0.98795,0.00015029,16.886,50.3
3.7696,0.20888,0.79514,0.93953,1.3233,0.29056,0.21221,0.89443,0.0011322,0.98802,0.00015016,16.886,50.4
3.7695,0.20887,0.79508,0.93949,1.3233,0.29057,0.21222,0.89443,0.0011322,0.98808,0.00015003,16.885,50.5
3.7695,0.20887,0.79502,0.93945,1.3233,0.29059,0.21223,0.89443,0.0011322,0.98814,0.0001499,16.885,50.6
3.7694,0.20886,0.79496,0.93941,1.3233,0.2906,0.21224,0.89443,0.0011322,0.98821,0.00014978,16.884,50.7
3.7693,0.20885,0.7949,0.93937,1.3234,0.29062,0.21226,0.89443,0.0011323,0.98827,0.00014965,16.884,50.8
3.7693,0.20885,0.79484,0.93933,1.3234,0.29063,0.21227,0.89443,0.0011323,0.98834,0.00014952,16.883,50.9
3.7692,0.20884,0.79478,0.93929,1.3234,0.29065,0.21228,0.89443,0.0011323,0.9884,0.00014939,16.883,51
3.7692,0.20884,0.79472,0.93926,1.3234,0.29066,0.2123,0.89443,0.0011323,0.98847,0.00014927,16.882,51.1
3.7692,0.20883,0.79466,0.93923,1.3235,0.29068,0.21231,0.89443,0.0011323,0.98854,0.00014914,16.882,51.2
3.7691,0.20882,0.7946,0.93919,1.3235,0.2907,0.21232,0.89443,0.0011323,0.98861,0.00014902,16.882,51.3
3.7691,0.20882,0.79454,0.93916,1.3235,0.29072,0.21234,0.89443,0.0011324,0.98868,0.00014889,16.881,51.4
3.7691,0.20881,0.79448,0.93913,1.3236,0.29073,0.21235,0.89443,0.0011324,0.98875,0.00014877,16.881,51.5
3.7691,0.20881,0.79442,0.9391,1.3236,0.29075,0.21237,0.89443,0.0011324,0.98883,0.00014865,16.88,51.6
3.769,0.2088,0.79437,0.93908,1.3236,0.29077,0.21238,0.89443,0.0011324,0.9889,0.00014852,16.88,51.7
3.769,0.2088,0.79431,0.93905,1.3237,0.29079,0.2124,0.89443,0.0011324,0.98897,0.0001484,16.879,51.8
3.769,0.20879,0.79425,0.93903,1.3237,0.29081,0.21241,0.89443,0.0011324,0.98905,0.00014828,16.879,51.9
3.769,0.20878,0.7942,0.939,1.3238,0.29083,0.21243,0.89443,0.0011324,0.98912,0.00014816,16.878,52
3.769,0.20878,0.79414,0.93898,1.3238,0.29085,0.21244,0.89443,0.0011324,0.9892,0.00014804,16.878,52.1
3.769,0.20877,0.79409,0.93896,1.3239,0.29087,0.21246,0.89443,0.0011324,0.98927,0.00014793,16.877,52.2
3.769,0.20877,0.79403,0.93894,1.3239,0.29089,0.21247,0.89443,0.0011324,0.98935,0.00014781,16.877,52.3
3.769,0.20876,0.79398,0.93892,1.324,0.29091,0.21249,0.89443,0.0011324,0.98943,0.00014769,16.876,52.4
3.769,0.20876,0.79392,0.93891,1.324,0.29093,0.21251,0.89443,0.0011324,0.9895,0.00014758,16.876,52.5
3.7691,0.20875,0.79387,0.93889,1.3241,0.29095,0.21252,0.89443,0.0011324,0.98958,0.00014746,16.876,52.6
3.7691,0.20875,0.79382,0.93888,1.3241,0.29097,0.21254,0.89443,0.0011324,0.98966,0.00014735,16.875,52.7
3.7691,0.20874,0.79376,0.93887,1.3242,0.29099,0.21255,0.89443,0.0011324,0.98974,0.00014724,16.875,52.8
3.7691,0.20873,0.79371,0.93885,1.3242,0.29101,0.21257,0.89443,0.0011323,0.98982,0.00014713,16.874,52.9
3.7692,0.20873,0.79366,0.93884,1.3243,0.29104,0.21259,0.89443,0.0011323,0.98989,0.00014702,16.874,53
3.7692,0.20872,0.79361,0.93883,1.3244,0.29106,0.2126,0.89443,0.0011323,0.98997,0.00014691,16.873,53.1
3.7692,0.20872,0.79355,0.93882,1.3244,0.29108,0.21262,0.89443,0.0011323,0.99005,0.0001468,16.873,53.2
3.7693,0.20871,0.7935,0.93882,1.3245,0.2911,0.21264,0.89443,0.0011323,0.99013,0.00014669,16.873,53.3
3.7693,0.20871,0.79345,0.93881,1.3246,0.29112,0.21265,0.89443,0.0011323,0.99021,0.00014659,16.872,53.4
3.7694,0.2087,0.7934,0.93881,1.3246,0.29115,0.21267,0.89443,0.0011323,0.99029,0.00014648,16.872,53.5
3.7694,0.2087,0.79335,0.9388,1.3247,0.29117,0.21269,0.89443,0.0011322,0.99037,0.00014638,16.871,53.6
3.7695,0.20869,0.7933,0.9388,1.3248,0.29119,0.21271,0.89443,0.0011322,0.99045,0.00014628,16.871,53.7
3.7695,0.20869,0.79325,0.9388,1.3248,0.29121,0.21272,0.89443,0.0011322,0.99053,0.00014618,16.87,53.8
3.7696,0.20868,0.7932,0.9388,1.3249,0.29124,0.21274,0.89443,0.0011322,0.99061,0.00014608,16.87,53.9
3.7696,0.20868,0.79315,0.9388,1.325,0.29126,0.21276,0.89443,0.0011321,0.99069,0.00014598,16.87,54
3.7697,0.20867,0.79311,0.9388,1.3251,0.29128,0.21277,0.89443,0.0011321,0.99077,0.00014588,16.869,54.1
3.7698,0.20867,0.79306,0.9388,1.3251,0.2913,0.21279,0.89443,0.0011321,0.99085,0.00014579,16.869,54.2
3.7698,0.20866,0.79301,0.93881,1.3252,0.29133,0.21281,0.89443,0.0011321,0.99093,0.00014569,16.868,54.3
3.7699,0.20866,0.79296,0.93881,1.3253,0.29135,0.21282,0.89443,0.001132,0.99101,0.0001456,16.868,54.4
3.77,0.20865,0.79292,0.93882,1.3254,0.29137,0.21284,0.89443,0.001132,0.99109,0.00014551,16.868,54.5
3.77,0.20865,0.79287,0.93882,1.3254,0.2914,0.21286,0.89443,0.001132,0.99117,0.00014542,16.867,54.6
3.7701,0.20864,0.79283,0.93883,1.3255,0.29142,0.21288,0.89443,0.001132,0.99125,0.00014533,16.867,54.7
3.7702,0.20864,0.79278,0.93884,1.3256,0.29144,0.21289,0.89443,0.0011319,0.99132,0.00014524,16.866,54.8
3.7703,0.20863,0.79273,0.93885,1.3257,0.29147,0.21291,0.89443,0.0011319,0.9914,0.00014515,16.866,54.9
3.7704,0.20863,0.79269,0.93886,1.3258,0.29149,0.21293,0.89443,0.0011319,0.99148,0.00014507,16.866,55
3.7704,0.20862,0.79265,0.93887,1.3259,0.29151,0.21294,0.89443,0.0011318,0.99156,0.00014499,16.865,55.1
3.7705,0.20862,0.7926,0.93888,1.3259,0.29154,0.21296,0.89443,0.0011318,0.99164,0.0001449,16.865,55.2
3.7706,0.20861,0.79256,0.93889,1.326,0.29156,0.21298,0.89443,0.0011318,0.99171,0.00014482,16.864,55.3
3.7707,0.20861,0.79251,0.93891,1.3261,0.29158,0.21299,0.89443,0.0011317,0.99179,0.00014474,16.864,55.4
3.7708,0.2086,0.79247,0.93892,1.3262,0.2916,0.21301,0.89443,0.0011317,0.99187,0.00014466,16.864,55.5
3.7709,0.2086,0.79243,0.93893,1.3263,0.29163,0.21303,0.89443,0.0011316,0.99194,0.00014459,16.863,55.6
3.771,0.20859,0.79239,0.93895,1.3264,0.29165,0.21304,0.89443,0.0011316,0.99202,0.00014451,16.863,55.7
3.7711,0.20859,0.79234,0.93897,1.3264,0.29167,0.21306,0.89443,0.0011316,0.99209,0.00014444,16.862,55.8
3.7712,0.20858,0.7923,0.93898,1.3265,0.2917,0.21308,0.89443,0.0011315,0.99217,0.00014436,16.862,55.9
3.7713,0.20858,0.79226,0.939,1.3266,0.29172,0.21309,0.89443,0.0011315,0.99224,0.00014429,16.862,56
3.7714,0.20857,0.79222,0.93902,1.3267,0.29174,0.21311,0.89443,0.0011314,0.99232,0.00014422,16.861,56.1
3.7715,0.20857,0.79218,0.93904,1.3268,0.29176,0.21313,0.89443,0.0011314,0.99239,0.00014415,16.861,56.2
3.7716,0.20857,0.79214,0.93906,1.3269,0.29179,0.21314,0.89443,0.0011314,0.99246,0.00014408,16.861,56.3
3.7717,0.20856,0.7921,0.93908,1.327,0.29181,0.21316,0.89443,0.0011313,0.99253,0.00014402,16.86,56.4
3.7718,0.20856,0.79206,0.9391,1.3271,0.29183,0.21317,0.89443,0.0011313,0.9926,0.00014395,16.86,56.5
3.7719,0.20855,0.79202,0.93913,1.3272,0.29185,0.21319,0.89443,0.0011312,0.99268,0.00014389,16.86,56.6
3.772,0.20855,0.79198,0.93915,1.3272,0.29187,0.21321,0.89443,0.0011312,0.99275,0.00014382,16.859,56.7
3.7721,0.20854,0.79194,0.93917,1.3273,0.2919,0.21322,0.89443,0.0011312,0.99282,0.00014376,16.859,56.8
3.7722,0.20854,0.7919,0.9392,1.3274,0.29192,0.21324,0.89443,0.0011311,0.99289,0.0001437,16.858,56.9
3.7723,0.20853,0.79187,0.93922,1.3275,0.29194,0.21325,0.89443,0.0011311,0.99295,0.00014364,16.858,57
3.7724,0.20853,0.79183,0.93925,1.3276,0.29196,0.21327,0.89443,0.001131,0.99302,0.00014358,16.858,57.1
3.7725,0.20853,0.79179,0.93927,1.3277,0.29198,0.21328,0.89443,0.001131,0.99309,0.00014353,16.857,57.2
3.7727,0.20852,0.79175,0.9393,1.3278,0.292,0.2133,0.89443,0.0011309,0.99316,0.00014347,16.857,57.3
3.7728,0.20852,0.79172,0.93932,1.3279,0.29202,0.21331,0.89443,0.0011309,0.99322,0.00014342,16.857,57.4
3.7729,0.20851,0.79168,0.93935,1.328,0.29204,0.21333,0.89443,0.0011308,0.99329,0.00014336,16.856,57.5
3.773,0.20851,0.79164,0.93938,1.3281,0.29207,0.21334,0.89443,0.0011308,0.99336,0.00014331,16.856,57.6
3.7731,0.2085,0.79161,0.93941,1.3281,0.29209,0.21336,0.89443,0.0011308,0.99342,0.00014326,16.856,57.7
3.7732,0.2085,0.79157,0.93944,1.3282,0.29211,0.21337,0.89443,0.0011307,0.99348,0.00014321,16.855,57.8
3.7733,0.2085,0.79154,0.93946,1.3283,0.29213,0.21338,0.89443,0.0011307,0.99355,0.00014316,16.855,57.9
3.7734,0.20849,0.7915,0.93949,1.3284,0.29215,0.2134,0.89443,0.0011306,0.99361,0.00014312,16.855,58
3.7736,0.20849,0.79147,0.93952,1.3285,0.29217,0.21341,0.89443,0.0011306,0.99367,0.00014307,16.854,58.1
3.7737,0.20848,0.79143,0.93955,1.3286,0.29219,0.21343,0.89443,0.0011305,0.99373,0.00014302,16.854,58.2
3.7738,0.20848,0.7914,0.93958,1.3287,0.29221,0.21344,0.89443,0.0011305,0.9938,0.00014298,16.854,58.3
3.7739,0.20848,0.79136,0.93962,1.3288,0.29223,0.21345,0.89443,0.0011304,0.99386,0.00014293,16.853,58.4
3.774,0.20847,0.79133,0.93965,1.3289,0.29224,0.21347,0.89443,0.0011304,0.99392,0.00014289,16.853,58.5
3.7741,0.20847,0.7913,0.93968,1.3289,0.29226,0.21348,0.89443,0.0011303,0.99397,0.00014285,16.853,58.6
3.7743,0.20846,0.79126,0.93971,1.329,0.29228,0.21349,0.89443,0.0011303,0.99403,0.00014281,16.852,58.7
3.7744,0.20846,0.79123,0.93974,1.3291,0.2923,0.21351,0.89443,0.0011303,0.99409,0.00014277,16.852,58.8
3.7745,0.20846,0.7912,0.93978,1.3292,0.29232,0.21352,0.89443,0.0011302,0.99415,0.00014273,16.852,58.9
3.7746,0.20845,0.79116,0.93981,1.3293,0.29234,0.21353,0.89443,0.0011302,0.99421,0.00014269,16.851,59
3.7747,0.20845,0.79113,0.93984,1.3294,0.29236,0.21355,0.89443,0.0011301,0.99426,0.00014265,16.851,59.1
3.7748,0.20844,0.7911,0.93988,1.3295,0.29237,0.21356,0.89443,0.0011301,0.99432,0.00014262,16.851,59.2
3.7749,0.20844,0.79107,0.93991,1.3296,0.29239,0.21357,0.89443,0.00113,0.99437,0.00014258,16.85,59.3
3.7751,0.20844,0.79104,0.93994,1.3296,0.29241,0.21358,0.89443,0.00113,0.99443,0.00014255,16.85,59.4
3.7752,0.20843,0.79101,0.93998,1.3297,0.29243,0.2136,0.89443,0.0011299,0.99448,0.00014251,16.85,59.5
3.7753,0.20843,0.79098,0.94001,1.3298,0.29245,0.21361,0.89443,0.0011299,0.99453,0.00014248,16.85,59.6
3.7754,0.20842,0.79094,0.94005,1.3299,0.29246,0.21362,0.89443,0.0011298,0.99459,0.00014245,16.849,59.7
3.7755,0.20842,0.79091,0.94008,1.33,0.29248,0.21363,0.89443,0.0011298,0.99464,0.00014241,16.849,59.8
3.7756,0.20842,0.79088,0.94012,1.3301,0.2925,0.21364,0.89443,0.0011298,0.99469,0.00014238,16.849,59.9
3.7757,0.20841,0.79085,0.94015,1.3301,0.29251,0.21366,0.89443,0.0011297,0.99474,0.00014235,16.848,60
3.7759,0.20841,0.79082,0.94019,1.3302,0.29253,0.21367,0.89443,0.0011297,0.99479,0.00014232,16.848,60.1
3.776,0.20841,0.79079,0.94022,1.3303,0.29255,0.21368,0.89443,0.0011296,0.99484,0.00014229,16.848,60.2
3.7761,0.2084,0.79077,0.94026,1.3304,0.29256,0.21369,0.89443,0.0011296,0.99489,0.00014226,16.847,60.3
3.7762,0.2084,0.79074,0.9403,1.3305,0.29258,0.2137,0.89443,0.0011295,0.99494,0.00014223,16.847,60.4
3.7763,0.2084,0.79071,0.94033,1.3306,0.29259,0.21371,0.89443,0.0011295,0.99499,0.0001422,16.847,60.5
3.7764,0.20839,0.79068,0.94037,1.3306,0.29261,0.21372,0.89443,0.0011294,0.99504,0.00014218,16.847,60.6
3.7765,0.20839,0.79065,0.94041,1.3307,0.29263,0.21373,0.89443,0.0011294,0.99509,0.00014215,16.846,60.7
3.7766,0.20838,0.79062,0.94044,1.3308,0.29264,0.21374,0.89443,0.0011293,0.99514,0.00014212,16.846,60.8
3.7767,0.20838,0.79059,0.94048,1.3309,0.29266,0.21375,0.89443,0.0011293,0.99519,0.0001421,16.846,60.9
3.7769,0.20838,0.79057,0.94052,1.331,0.29267,0.21377,0.89443,0.0011293,0.99523,0.00014207,16.845,61
3.777,0.20837,0.79054,0.94055,1.331,0.29269,0.21378,0.89443,0.0011292,0.99528,0.00014204,16.845,61.1
3.7771,0.20837,0.79051,0.94059,1.3311,0.2927,0.21379,0.89443,0.0011292,0.99533,0.00014202,16.845,61.2
3.7772,0.20837,0.79049,0.94063,1.3312,0.29272,0.2138,0.89443,0.0011291,0.99537,0.00014199,16.845,61.3
3.7773,0.20836,0.79046,0.94066,1.3313,0.29273,0.21381,0.89443,0.0011291,0.99542,0.00014197,16.844,61.4
3.7774,0.20836,0.79043,0.9407,1.3313,0.29275,0.21382,0.89443,0.001129,0.99546,0.00014194,16.844,61.5
3.7775,0.20836,0.79041,0.94074,1.3314,0.29276,0.21383,0.89443,0.001129,0.99551,0.00014192,16.844,61.6
3.7776,0.20835,0.79038,0.94078,1.3315,0.29277,0.21384,0.89443,0.001129,0.99555,0.00014189,16.843,61.7
3.7777,0.20835,0.79035,0.94081,1.3316,0.29279,0.21385,0.89443,0.0011289,0.9956,0.00014187,16.843,61.8
3.7778,0.20835,0.79033,0.94085,1.3316,0.2928,0.21386,0.89443,0.0011289,0.99564,0.00014185,16.843,61.9
3.7779,0.20834,0.7903,0.94089,1.3317,0.29282,0.21387,0.89443,0.0011288,0.99569,0.00014182,16.843,62
3.778,0.20834,0.79028,0.94093,1.3318,0.29283,0.21388,0.89443,0.0011288,0.99573,0.0001418,16.842,62.1
3.7781,0.20834,0.79025,0.94096,1.3319,0.29284,0.21389,0.89443,0.0011287,0.99577,0.00014178,16.842,62.2
3.7782,0.20833,0.79023,0.941,1.3319,0.29286,0.2139,0.89443,0.0011287,0.99582,0.00014175,16.842,62.3
3.7784,0.20833,0.7902,0.94104,1.332,0.29287,0.21391,0.89443,0.0011287,0.99586,0.00014173,16.841,62.4
3.7785,0.20833,0.79018,0.94108,1.3321,0.29289,0.21391,0.89443,0.0011286,0.9959,0.00014171,16.841,62.5
3.7786,0.20832,0.79015,0.94112,1.3321,0.2929,0.21392,0.89443,0.0011286,0.99595,0.00014169,16.841,62.6
3.7787,0.20832,0.79013,0.94115,1.3322,0.29291,0.21393,0.89443,0.0011285,0.99599,0.00014166,16.841,62.7
3.7788,0.20832,0.79011,0.94119,1.3323,0.29293,0.21394,0.89443,0.0011285,0.99603,0.00014164,16.84,62.8
3.7789,0.20831,0.79008,0.94123,1.3324,0.29294,0.21395,0.89443,0.0011285,0.99607,0.00014162,16.84,62.9
3.779,0.20831,0.79006,0.94127,1.3324,0.29295,0.21396,0.89443,0.0011284,0.99612,0.0001416,16.84,63
3.7791,0.20831,0.79003,0.94131,1.3325,0.29296,0.21397,0.89443,0.0011284,0.99616,0.00014157,16.84,63.1
3.7792,0.2083,0.79001,0.94134,1.3326,0.29298,0.21398,0.89443,0.0011283,0.9962,0.00014155,16.839,63.2
3.7793,0.2083,0.78999,0.94138,1.3326,0.29299,0.21399,0.89443,0.0011283,0.99624,0.00014153,16.839,63.3
3.7794,0.2083,0.78997,0.94142,1.3327,0.293,0.214,0.89443,0.0011282,0.99628,0.00014151,16.839,63.4
3.7795,0.20829,0.78994,0.94146,1.3328,0.29302,0.21401,0.89443,0.0011282,0.99632,0.00014149,16.839,63.5
3.7796,0.20829,0.78992,0.9415,1.3328,0.29303,0.21402,0.89443,0.0011282,0.99637,0.00014146,16.838,63.6
3.7797,0.20829,0.7899,0.94153,1.3329,0.29304,0.21403,0.89443,0.0011281,0.99641,0.00014144,16.838,63.7
3.7798,0.20828,0.78988,0.94157,1.333,0.29305,0.21403,0.89443,0.0011281,0.99645,0.00014142,16.838,63.8
3.7799,0.20828,0.78985,0.94161,1.333,0.29307,0.21404,0.89443,0.001128,0.99649,0.0001414,16.838,63.9
3.78,0.20828,0.78983,0.94165,1.3331,0.29308,0.21405,0.89443,0.001128,0.99653,0.00014138,16.837,64
3.7801,0.20827,0.78981,0.94169,1.3332,0.29309,0.21406,0.89443,0.001128,0.99657,0.00014135,16.837,64.1
3.7802,0.20827,0.78979,0.94173,1.3332,0.2931,0.21407,0.89443,0.0011279,0.99661,0.00014133,16.837,64.2
3.7803,0.20827,0.78977,0.94176,1.3333,0.29312,0.21408,0.89443,0.0011279,0.99665,0.00014131,16.837,64.3
3.7804,0.20827,0.78975,0.9418,1.3334,0.29313,0.21409,0.89443,0.0011278,0.99669,0.00014129,16.836,64.4
3.7805,0.20826,0.78973,0.94184,1.3334,0.29314,0.2141,0.89443,0.0011278,0.99674,0.00014126,16.836,64.5
3.7806,0.20826,0.78971,0.94188,1.3335,0.29315,0.21411,0.89443,0.0011278,0.99678,0.00014124,16.836,64.6
